file,line,constant,context,purpose,classification,dataset_specific,configurable,data_derived,risk,recommended_action
ScanTOBIM/ScanTOBIM/agent/drp.py,229,12,"f""""<td><code>{n.get('ncr_id', '?')[:12]}</code></td>""""",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/drp.py,232,60,"f""""<td>{n.get('description', '—')[:60]}</td>""""",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/drp.py,235,50,"f""""<td>{n.get('resolution', '—')[:50]}</td>""""",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/drp.py,284,60,"f""""<td>{d.get('comments', '—')[:60]}</td></tr>""""",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/drp.py,169,100,"f""""<td>{round(cnt / max(len(classified), 1) * 100, 1)}%</td></tr>""""",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/auth.py,129,60,expires_in: int = JWT_EXPIRE_MINUTES * 60,Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/auth.py,154,4,padding = 4 - len(s) % 4,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/auth.py,188,3,if len(parts) != 3:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/auth.py,202,0,"if payload.get(""""exp"""", 0) < time.time():",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/auth.py,169,60,"""""exp"""": now + JWT_EXPIRE_MINUTES * 60,",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,7,1,MIN_POINT_COUNT = 1,Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,8,0.65,MERGE_IOU_THRESHOLD = 0.65,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,9,0.9,MERGE_CONTAINMENT_THRESHOLD = 0.90,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,10,120.0,MERGE_ADJACENT_GAP_MM = 120.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,33,150.0,"def same_level(z1: float, z2: float, tol: float = 150.0) -> bool:",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,88,0.0,return 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,45,0.0,"width = max(bb.max_x - bb.min_x, 0.0)",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,46,0.0,"depth = max(bb.max_y - bb.min_y, 0.0)",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,47,0.0,"height = max(bb.max_z - bb.min_z, 0.0)",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,52,0.0,"inter_x = max(0.0, min(b1.max_x, b2.max_x) - max(b1.min_x, b2.min_x))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,53,0.0,"inter_y = max(0.0, min(b1.max_y, b2.max_y) - max(b1.min_y, b2.min_y))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,54,0.0,"inter_z = max(0.0, min(b1.max_z, b2.max_z) - max(b1.min_z, b2.min_z))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,57,0.0,if inter_volume <= 0.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,58,0.0,return 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,61,0.0,if union <= 0.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,62,0.0,return 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,69,0.0,if small_volume <= 0.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,70,0.0,return 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,72,0.0,"inter_x = max(0.0, min(small.max_x, large.max_x) - max(small.min_x, large.min_x))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,73,0.0,"inter_y = max(0.0, min(small.max_y, large.max_y) - max(small.min_y, large.min_y))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,74,0.0,"inter_z = max(0.0, min(small.max_z, large.max_z) - max(small.min_z, large.min_z))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,80,0.0,"return max(0.0, min(max_a, max_b) - max(min_a, min_b))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,39,300.0,"return 300.0 if getattr(shape, """"value"""", """""""") == """"plane_sloped"""" else 150.0",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,39,150.0,"return 300.0 if getattr(shape, """"value"""", """""""") == """"plane_sloped"""" else 150.0",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,41,150.0,return 150.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,118,80.0,return z_gap <= 80.0 and (,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,166,0,"if getattr(segment, """"point_count"""", 0) >= MIN_POINT_COUNT:",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,112,300.0,return z_ol > 300.0 and (,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,119,300.0,(x_ol > 300.0 and y_gap <= MERGE_ADJACENT_GAP_MM),Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,120,300.0,or (y_ol > 300.0 and x_gap <= MERGE_ADJACENT_GAP_MM),Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,121,300.0,or (x_ol > 300.0 and y_ol > 300.0),Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,113,300.0,(x_ol > 300.0 and y_gap <= MERGE_ADJACENT_GAP_MM),Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/segment_merger.py,114,300.0,or (y_ol > 300.0 and x_gap <= MERGE_ADJACENT_GAP_MM),Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,64,1.0,confidence: float = 1.0,Heuristic confidence score assignment (1.0),B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Compute confidence dynamically from inlier density and geometric residual
ScanTOBIM/ScanTOBIM/agent/classifier.py,282,0.95,"def is_parallel(seg_a: GeometrySegment, seg_b: GeometrySegment, tol: float = 0.95) -> bool:",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,539,3000.0,"def align_axes(segments: list[GeometrySegment], floor_step_mm: float = 3000.0) -> None:",Fixed 3000mm (3m) storey height default assumption when level detection fails,E. DATASET-SPECIFIC CONSTANT,TRUE,TRUE,FALSE,HIGH,Require scan-derived storey elevations or surface user configuration
ScanTOBIM/ScanTOBIM/agent/classifier.py,623,150.0,"def _is_inside(inner: GeometrySegment, outer: GeometrySegment, tol_mm: float = 150.0) -> bool:",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,636,300.0,"def _close_enough(a: GeometrySegment, b: GeometrySegment, threshold_mm: float = 300.0) -> bool:",Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,642,0.95,"def _parallel(a: GeometrySegment, b: GeometrySegment, cos_tol: float = 0.95) -> bool:",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,837,0.0,score = 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,84,0.0,"dx = max(0.0, min(float(a.max_x), float(b.max_x)) - max(float(a.min_x), float(b.min_x)))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,85,0.0,"dy = max(0.0, min(float(a.max_y), float(b.max_y)) - max(float(a.min_y), float(b.min_y)))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,86,0.0,"dz = max(0.0, min(float(a.max_z), float(b.max_z)) - max(float(a.min_z), float(b.min_z)))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,541,0.0,if floor_step_mm <= 0.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,680,0.0,"dx = max(0.0, max(aa.min_x, bb.min_x) - min(aa.max_x, bb.max_x))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,681,0.0,"dy = max(0.0, max(aa.min_y, bb.min_y) - min(aa.max_y, bb.max_y))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,682,0.0,"dz = max(0.0, max(aa.min_z, bb.min_z) - min(aa.max_z, bb.max_z))",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,687,1,if len(group) == 1:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,741,800.0,if major < 800.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,758,2.5,if elongation < 2.5:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,760,3.0,if cross_section_ratio > 3.0:,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,762,0.25,if cross_section_span > 0.25:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,811,2.0,if span_ratio < 2.0:,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,813,4500.0,if centroid_z > 4500.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,815,800.0,if centroid_z < 800.0:,Hardcoded absolute Z elevation threshold (800.0 mm) for semantic category discrimination,E. DATASET-SPECIFIC CONSTANT,TRUE,FALSE,FALSE,CRITICAL,Replace absolute Z elevation check with relative storey height or local topological context
ScanTOBIM/ScanTOBIM/agent/classifier.py,817,120.0,if height < 120.0:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,819,240.0,"if max(width, depth) < 240.0:",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,834,0.75,if flatness >= 0.75:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,838,1.0,score += 1.0 if elongation >= 2.2 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,838,0.0,score += 1.0 if elongation >= 2.2 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,839,1.0,score += 1.0 if 0.20 <= flatness <= 0.60 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,839,0.0,score += 1.0 if 0.20 <= flatness <= 0.60 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,840,0.75,score += 0.75 if minor1 <= 320.0 and minor2 <= 700.0 else 0.0,Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,840,0.0,score += 0.75 if minor1 <= 320.0 and minor2 <= 700.0 else 0.0,Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,841,0.5,score += 0.5 if span_ratio >= 2.2 else 0.0,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,841,0.0,score += 0.5 if span_ratio >= 2.2 else 0.0,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,842,0.5,score += 0.5 if centroid_z < 3500.0 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,842,0.0,score += 0.5 if centroid_z < 3500.0 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,843,0.5,score += 0.5 if has_trace_color or has_cyl_trace else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,843,0.0,score += 0.5 if has_trace_color or has_cyl_trace else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,844,0.25,score += 0.25 if face_ratio >= 1.8 else 0.0,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,844,0.0,score += 0.25 if face_ratio >= 1.8 else 0.0,Geometric candidate filtering threshold,B. ALGORITHM PARAMETER,FALSE,TRUE,FALSE,MEDIUM,Make configurable via central detection profile
ScanTOBIM/ScanTOBIM/agent/classifier.py,845,0.25,score += 0.25 if segment.point_count >= 24 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,845,0.0,score += 0.25 if segment.point_count >= 24 else 0.0,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,847,2.5,return score >= 2.5,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,871,50.0,"if max(width, depth, height) < 50.0:",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,1453,0.01,"bb_area_sqm = max((width / 1000.0) * (height / 1000.0), 0.01)  # mm² → m²",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,80,0.0,"return max(dx, 0.0) * max(dy, 0.0) * max(dz, 0.0)",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,142,0.0,if np.any(dims <= 0.0):,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,148,10,if pts is not None and len(pts) >= 10:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,160,0.85,if abs(v_primary[2]) > 0.85:,Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,166,100.0,"half_len = max(0.5 * (p_max - p_min), 100.0)",Calculated metric derived from input data,C. DATA-DERIVED VALUE,FALSE,FALSE,TRUE,ACCEPTABLE,None — properly data-derived
ScanTOBIM/ScanTOBIM/agent/classifier.py,182,2,dz = dims[2],Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,204,150.0,"width_mm = float(np.clip(width_mm, 150.0, 900.0))",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,204,900.0,"width_mm = float(np.clip(width_mm, 150.0, 900.0))",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,205,50.0,"height_mm = float(np.clip(height_mm, 50.0, 200.0))",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,205,200.0,"height_mm = float(np.clip(height_mm, 50.0, 200.0))",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,206,20.0,"tray_thickness_mm = float(np.clip(height_mm * 0.25, 20.0, 60.0))",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,206,60.0,"tray_thickness_mm = float(np.clip(height_mm * 0.25, 20.0, 60.0))",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
ScanTOBIM/ScanTOBIM/agent/classifier.py,214,2,"tags[""""cyl_axis_z""""] = float(axis_vec[2])",Numerical parameter,F. UNKNOWN,FALSE,FALSE,FALSE,LOW,Document rationale
